studentid,firstname,lastname,GPA,Major
18428,Annice,Virgin,3.125,History
18429,Suzette,Adamsen,3.125,Science
18430,Katuscha,Gombach,2.5,Sports
18431,Iseabal,Cyrie,2.25,Sports
18432,Phedra,Giff,2.25,Psychology
18433,Calla,Emanuel,2.5,Science
18434,Perry,Isidore,2.375,Statistics
18435,Perry,Thar,2.75,History
18436,Elsie,Reidar,2.75,Statistics
18437,Selma,Schroth,2.625,Computer science
18438,Gwenneth,Stav,3.125,Computer science
18439,Odessa,Maurine,3.25,Psychology
18440,Aryn,Sothena,2.625,Art
18441,Brietta,Breed,2.5,History
18442,Kary,Bouchard,2.875,Health
18443,Paulita,Jary,2.375,English
18444,Kial,Dom,3.125,History
18445,Clementine,Prouty,2.875,Music
18446,Randa,Hollingsworth,3.25,IT
18447,Lynea,Talia,2.625,History
18448,Cindelyn,Colleen,2.5,IT
18449,Steffane,Breed,2.375,IT
18450,Sashenka,Reneta,2.875,Art
18451,Dari,Sherrie,2.625,Health
18452,Helsa,Tamsky,2.625,Psychology
18453,Ricky,Read,2.75,Art
18454,Marcy,Taam,2.5,Computer science
18455,Jacquetta,Bearnard,2.375,Science
18456,Linzy,Marcellus,2.875,Architecture
18457,Albertina,Johanna,2.625,Computer science
18458,Blinni,Wilona,2.125,English
18459,Xylina,Wenoa,3,Art
18460,Etta,Gibbeon,2.75,Engineering
18461,Letizia,Persse,3,Science
18462,Meriel,Neils,2.875,Business/Commerce
18463,Jasmina,Maurine,1.75,Architecture
18464,Sheelagh,Bonilla,2.5,Computer science
18465,Teddie,McGrody,2.25,IT
18466,Noelle,Bryna,2.5,Health
18467,Tobe,Poppy,2.75,Sports
18468,Wendi,Faso,3.25,Health
18469,Kalina,Girardo,3.125,Graphic Design
18470,Ada,Brian,2.5,Psychology
18471,Stevana,Levey,3.125,Sports
18472,Sallie,Curren,3.125,English
18473,Elise,Levey,3,Psychology
18474,Nannie,Hermes,3.125,Science
18475,Melanie,Waldron,2.625,Psychology
18476,Tamqrah,Garek,3.125,Statistics
18477,Tamqrah,Malvino,3.25,Architecture
18478,Christian,Keelia,3.625,Sports
18479,Tori,Kazimir,2.625,English
18480,Violet,Slifka,3,IT
18481,Sean,Ax,3.5,Sports
18482,Tomasina,Nelsen,2.875,Graphic Design
18483,Darlleen,Lissi,3,Health
18484,Vonny,Drus,2.5,Architecture
18485,Henriette,Yam,2.25,Sports
18486,Petronia,Pond,2.75,Health
18487,Belva,Raseda,2.75,Science
18488,Wanda,Wareing,2,Robotics
18489,Kenna,Peti,2.75,Sports
18490,Nessie,Aloise,2.875,Art
18491,Gerianna,Trace,2.25,Engineering
18492,Miquela,Terrence,2.25,History
18493,Karly,Virgin,2.5,Graphic Design
18494,Shirlee,Harriman,3,History
18495,Frances,Ailyn,3.125,English
18496,Devina,Stelle,2,Business/Commerce
18497,Kary,Elo,3.125,Psychology
18498,Heddie,Cleo,2.75,Statistics
18499,Heida,Michella,2.625,IT
18500,Carol-Jean,Mitzi,2.25,English
18501,Elise,Zaslow,3.625,Computer science
18502,Harrietta,Dom,2.375,Statistics
18503,Noelle,Dearborn,2.125,Architecture
18504,Renie,Florina,2.875,English
18505,Dorthy,Cadmar,3.5,Computer science
18506,Meg,Johanna,3.25,Science
18507,Jsandye,Lissi,2.75,IT
18508,Fernande,Ardeha,1.875,Psychology
18509,Tarra,Sinegold,3,Graphic Design
18510,Darci,Anestassia,2,Psychology
18511,Carilyn,Joseph,2.25,IT
18512,Lita,Hazlett,2.875,Sports
18513,Fanchon,Abram,3.25,Sports
18514,Lanna,Flita,2.375,Art
18515,Nickie,Heisel,2.875,English
18516,Kate,Ephrem,2.875,Business/Commerce
18517,Siana,Pearse,3.375,Psychology
18518,Ellette,Deegan,2.875,Psychology
18519,Selia,Dominy,2.5,IT
18520,Sherrie,Schroth,2.625,Art
18521,Miquela,Mallon,2,Sports
18522,Tierney,Gordon,2.625,Statistics
18523,Latisha,Alrich,2.625,History
18524,Bill,Socha,2.75,Graphic Design
18525,Gabi,Yam,2.75,Health
18526,Cecile,Halsey,1.625,English
18527,Monika,Jorgan,3.25,Sports
18528,Rhea,Kathie,2.5,Health
18529,Robinia,Ellord,2.5,Health
18530,Shandie,Roxanna,2.625,Science
18531,Roz,Fax,3.375,Engineering
18532,Gusty,Magdalen,2.875,English
18533,Amelia,Angelis,3.125,Computer science
18534,Louella,Hoban,2.75,Computer science
18535,Dotty,Standing,3.125,History
18536,Joeann,MacIntosh,2.375,Psychology
18537,Reeba,Bonucci,2.75,Psychology
18538,Cassandra,Francene,3.25,Science
18539,Rebeca,Elbertina,3,Sports
18540,Rosanne,Casimir,2.75,Computer science
18541,Susan,Azeria,2.75,Graphic Design
18542,Concettina,Douglass,2.75,Science
18543,Joleen,Heidt,3.25,Psychology
18544,Dagmar,Connelly,3.5,History
18545,Daphne,Ilka,2.75,Statistics
18546,Florie,Gunn,2.375,Business/Commerce
18547,Dolli,Kannry,2.875,Music
18548,Dale,Dreda,2.875,Psychology
18549,Belinda,Diann,3.25,IT
18550,Helsa,Pascia,3,Health
18551,Jacquetta,Brodench,3.25,Psychology
18552,Ayn,Adrienne,3.25,Statistics
18553,Marcy,Buffum,2.25,English
18554,Rozele,Nicoline,3,Sports
18555,Micheline,Capello,2.75,History
18556,Melisent,Himelman,3.125,Health
18557,Kristina,Sacken,3,Science
18558,Katuscha,Kussell,2.875,Statistics
18559,Jessamyn,Lane,3.125,History
18560,Lelah,Kimmie,3,Robotics
18561,Demetris,Noam,2.625,Engineering
18562,Lorenza,Hillel,2.75,Health
18563,Wanda,Bronk,3.5,Art
18564,Misha,Fabiola,2.5,IT
18565,Orelia,Therine,2.25,Computer science
18566,Hettie,Autrey,2.625,IT
18567,Blake,Parsaye,2.875,IT
18568,Leontine,Hedve,3,Sports
18569,Fredericka,Claudine,3.5,Sports
18570,Rosanne,Cloris,3.125,Graphic Design
18571,Elena,Anis,2.25,Engineering
18572,Phedra,Bryna,2,Art
18573,Lilith,Martsen,2.5,Science
18574,Rubie,Alcott,2.375,Engineering
18575,Aurelie,Thema,2.875,Music
18576,Annecorinne,Noman,2.375,Psychology
18577,Lorenza,Goerke,3.5,IT
18578,Starla,Simmonds,3.125,Engineering
18579,Renie,Zitvaa,3.125,Computer science
18580,Kore,Yerkovich,3,Business/Commerce
18581,Judy,Mendez,2.625,Science
18582,Jenda,Bahr,2.75,Music
18583,Ann-Marie,Henebry,2.375,Engineering
18584,Dulcinea,Roscoe,2.75,Psychology
18585,Brietta,Hieronymus,2.75,Health
18586,Fina,Trey,2.75,Psychology
18587,Farrah,Zaslow,3.25,Architecture
18588,Paule,Annabella,2.625,Health
18589,Yvonne,Middleton,2.75,Art
18590,Verla,Rocray,3.125,Health
18591,Sibella,Larochelle,2.75,Art
18592,Jobi,Franza,2.625,English
18593,Brianna,Lytton,3.5,Statistics
18594,Lonnie,Erminia,2.625,Robotics
18595,Aaren,Bertold,3,Computer science
18596,Lynde,Secrest,2.625,Art
18597,Magdalena,Ackerley,2.5,Architecture
18598,Layla,Briney,2.625,Statistics
18599,Jere,Bashemeth,2.625,Computer science
18600,Lucy,Bouchard,2.875,Statistics
18601,Bill,Lauraine,3.125,Art
18602,Deirdre,Peti,2.25,Science
18603,Katleen,Isacco,2.875,Statistics
18604,Ann-Marie,Cutlerr,3.5,Business/Commerce
18605,Carmencita,Truc,3,Art
18606,Paola,Talia,2.5,Robotics
18607,Annecorinne,Cristi,2.875,Graphic Design
18608,Kristina,Flita,2.5,Engineering
18609,Joeann,Leonard,2.875,Health
18610,Evaleen,Narton,3.25,Health
18611,Ada,Wesle,2.125,IT
18612,Carmencita,Stuart,2.75,Statistics
18613,Mariele,Brieta,2.75,Psychology
18614,Perry,Uird,2.625,Business/Commerce
18615,Marcelline,Warthman,2.5,Science
18616,Hermione,Sammons,2.875,History
18617,Anthia,Matthew,3.125,Architecture
18618,Arabel,Dannye,3.25,Health
18619,Cordi,Hilbert,2.5,Computer science
18620,Sadie,Astra,3.125,Psychology
18621,Florie,Curren,2.75,Architecture
18622,Caryl,Blase,2.625,English
18623,Fernande,Bahr,3.125,Psychology
18624,Bobinette,Kunin,2.75,Business/Commerce
18625,Chandra,Braun,3,Sports
18626,Caritta,Vacuva,2.75,Robotics
18627,Candi,Stav,3.25,Health
18628,Claudina,Lasley,2.25,Science
18629,Mureil,Lumbard,2.625,Statistics
18630,Antonietta,Charity,2.875,Health
18631,Alyda,Arley,2,Engineering
18632,Evaleen,Revkah,3.375,Graphic Design
18633,Gertrud,Hurley,2.125,Architecture
18634,Annora,Randene,3.375,English
18635,Alameda,Othilia,3.125,English
18636,Felice,Urania,2.5,Science
18637,Gilligan,Rogerio,2.125,Architecture
18638,Philis,Milde,2.625,Art
18639,Ilse,Goddard,2.625,Sports
18640,Shell,Wenoa,2.75,Engineering
18641,Dorice,Flyn,2.5,Graphic Design
18642,Tani,Tomasina,2.25,Business/Commerce
18643,Tressa,Forrer,2,Music
18644,Edee,Shama,3,Robotics
18645,Shel,Monk,2.625,Architecture
18646,Flory,Earlie,3.125,Music
18647,Peri,Guthrie,3,Robotics
18648,Kylynn,Hazlett,3.375,Science
18649,Adele,Chobot,2.5,Engineering
18650,Stacey,Yorick,2.625,Graphic Design
18651,Bobinette,Nunci,2.75,Psychology
18652,Lexine,Bouchard,3,Architecture
18653,Miquela,Jenness,3.25,Art
18654,Philis,Deegan,3.25,Statistics
18655,Augustine,Denis,2.625,Psychology
18656,Sonni,Daveta,2.625,Engineering
18657,Maud,Koehler,2.75,Architecture
18658,Alie,Vacuva,3.125,Psychology
18659,Adele,Remmer,3.125,Sports
18660,Jean,Han,2.25,Health
18661,Andree,Brittani,2.5,Health
18662,Orsola,Israeli,3.5,Psychology
18663,Ketti,Fadiman,2.25,Business/Commerce
18664,Madelle,Woodberry,2.375,English
18665,Lorne,Allare,2.375,Graphic Design
18666,Louella,Isacco,3.25,Graphic Design
18667,Merrie,Oster,2.625,English
18668,Maridel,Teddman,2.875,Music
18669,Natka,Ries,1.875,Psychology
18670,Nonnah,Keelia,2.375,English
18671,Melodie,Flyn,2.75,Robotics
18672,Ericka,Anselmi,3.125,Music
18673,Di,Chandler,2.875,Art
18674,Janis,Hewitt,2.75,Art
18675,Tabbatha,Klemperer,2.75,Graphic Design
18676,Starla,Colp,2.875,English
18677,Nadine,Tillford,3,Robotics
18678,Kamilah,Mathilde,2.375,History
18679,Rosabelle,Bigner,3.5,Psychology
18680,Randa,Lubin,3.125,Psychology
18681,Jany,Chrystel,2.25,Business/Commerce
18682,Dolli,Glovsky,2.875,Sports
18683,Chere,Hanshaw,2.5,Graphic Design
18684,Magdalena,Ardra,3.5,Graphic Design
18685,Emylee,Rad,3.25,Business/Commerce
18686,Kaia,Obed,2.5,Graphic Design
18687,Perry,Urania,2.875,Graphic Design
18688,Neila,Weinreb,2.625,Sports
18689,Constance,Charity,2.125,Art
18690,Brandise,Ade,2.5,Music
18691,Jaime,Isacco,2.875,History
18692,Mariele,Argus,2.625,History
18693,Helena,Abram,2.5,Robotics
18694,Gusty,Merat,2.375,Robotics
18695,Jorry,Leonard,2.625,Computer science
18696,Nariko,Ailyn,2.875,Psychology
18697,Nessie,Faso,3.25,Art
18698,Michaelina,Carey,3.125,Science
18699,Felice,Hartnett,2.875,Health
18700,Imojean,Mich,2.625,IT
18701,Shannah,Bonucci,2.875,Engineering
18702,Karena,Elvyn,3.25,Science
18703,Andeee,Rad,3.625,Science
18704,Candi,Sammons,3.25,Computer science
18705,Myrtice,Arquit,2.75,IT
18706,Jan,Hillel,1.75,Music
18707,Melina,Ashely,3,IT
18708,Almeta,Toni,2.875,History
18709,Renae,Larochelle,2,Science
18710,Janeczka,Medrek,3.625,Art
18711,Jan,Jeanne,2.75,History
18712,Lacie,Bertold,2.75,Graphic Design
18713,Olwen,Hoban,2.5,Health
18714,Evita,Bivins,2.625,Robotics
18715,Flory,Aldric,3,Science
18716,Ivett,Lubin,2.375,Graphic Design
18717,Tami,Berriman,2.125,Health
18718,Rebeca,Tengdin,2.375,Health
18719,Marika,Alisia,2.75,Architecture
18720,Zaria,Justinn,2.125,Architecture
18721,Jean,Anselmi,3,Architecture
18722,Blondelle,Therine,3.25,Science
18723,Heddie,Tarrant,2.75,Computer science
18724,Feliza,Matthew,2.625,History
18725,Florencia,Wooster,2.375,Health
18726,Jacquetta,Meter,2.625,Music
18727,Joelly,Newell,3.25,Engineering
18728,Carmencita,Armanda,2.75,Graphic Design
18729,Phedra,Ailyn,2.5,Business/Commerce
18730,Dominga,Danby,2.375,Computer science
18731,Cyndie,Old,2.875,History
18732,Oona,Socha,2.5,Statistics
18733,Eve,Girardo,2.625,Robotics
18734,Janeczka,Naashom,3,History
18735,Britni,Sawtelle,3.25,Computer science
18736,Ottilie,Fax,2.75,Science
18737,Anthia,Hilbert,2.625,Health
18738,Eolanda,Hathaway,2.5,Health
18739,Donnie,Papageno,2.75,Architecture
18740,Bernardine,Bollay,2.375,Architecture
18741,Elena,Dielu,2.875,IT
18742,Marleah,Maisey,3,Computer science
18743,Winifred,Kunin,2.375,Sports
18744,Selma,Kosey,3.25,Robotics
18745,Queenie,Wilona,2.25,History
18746,Sara-Ann,Brian,2.625,Psychology
18747,Jaclyn,Arley,3.25,Architecture
18748,Brandise,Lea,3.125,Psychology
18749,Carree,Fadiman,2.75,Architecture
18750,Morganica,Casimir,3.25,Computer science
18751,Margalo,Pond,2.5,Psychology
18752,Leeanne,Herrera,3.25,Graphic Design
18753,Vevay,Tice,2.5,English
18754,Joane,Kolnick,2.75,Psychology
18755,Jordan,Ietta,2,Sports
18756,Bibby,Jalbert,2.625,Music
18757,Dominga,Cleavland,3,Computer science
18758,Viki,Laverne,3.125,Architecture
18759,Kylynn,Poll,2.375,Engineering
18760,Corry,Burnside,2.625,Art
18761,Jasmina,Clie,3.25,Computer science
18762,Nariko,Christal,2.875,Graphic Design
18763,Fidelia,Kosey,2.625,Psychology
18764,Linet,Astra,2.875,Art
18765,Sarette,Horan,2.75,Architecture
18766,Neila,Jeanne,2.75,Robotics
18767,Carol-Jean,Latini,3.375,Science
18768,Pierette,Wandie,2.875,Graphic Design
18769,Etta,Garek,3.125,English
18770,Corina,Raseda,3.125,Psychology
18771,Betta,Koehler,2.875,Science
18772,Corly,Johnsson,2.5,English
18773,Jennica,Stephie,2.625,Engineering
18774,Fidelia,Emanuel,2.75,Graphic Design
18775,Caressa,Quent,2.625,Engineering
18776,Lorenza,Rosalba,3.125,Statistics
18777,Konstance,Alfons,3,IT
18778,Ursulina,Granoff,2.875,English
18779,Julieta,Lorain,3.125,Psychology
18780,Lesly,Leler,2.5,Graphic Design
18781,Noelle,Ferino,2.25,Music
18782,Lelah,August,3.75,Sports
18783,Violet,Ricki,2.75,Robotics
18784,Rhea,Alva,2.375,Computer science
18785,Phylis,Cleavland,3,Psychology
18786,Chloris,Sinegold,2.75,Psychology
18787,Asia,Pacorro,2.125,Health
18788,Helsa,Joachim,2.625,History
18789,Elise,Horan,3,Statistics
18790,Monika,Levey,3.75,Health
18791,Phedra,Adlare,2.875,Art
18792,Margarette,Carbo,2.125,Robotics
18793,Nerta,Redmond,2.625,Architecture
18794,Lorenza,Reneta,2.625,Computer science
18795,Talya,Jena,2.375,Graphic Design
18796,Ileana,Hanshaw,3.125,English
18797,Constance,Philoo,2.625,Engineering
18798,Willetta,Annabella,2.75,IT
18799,Maridel,Esmaria,2.75,Statistics
18800,Cindelyn,Si,3,History
18801,Deirdre,Iphlgenia,2.75,History
18802,Harrietta,Ammann,3.125,Graphic Design
18803,Margalo,Faust,3.5,IT
18804,Marcelline,Boehike,2.75,Architecture
18805,Madelle,Publia,2.25,Health
18806,Sheree,Old,2.5,Sports
18807,Julieta,Old,2,Psychology
18808,Cordi,Rurik,2.75,English
18809,Max,Donoghue,2.75,Computer science
18810,Marguerite,Tamsky,2.75,Engineering
18811,Cristabel,Kylander,2.25,Architecture
18812,Xylina,Aurelio,3.125,Health
18813,Jessy,Fabiola,2.75,Engineering
18814,Valeda,Diogenes,2.5,Statistics
18815,Hannis,Mott,2.25,Graphic Design
18816,Sheelagh,Darbie,2.5,Sports
18817,Deane,Hathaway,3,Science
18818,Shauna,Anderea,3,Psychology
18819,Cyndie,Nunci,2.5,Art
18820,Barbara,Serilda,3,History
18821,Fanny,Bahr,2.75,Music
18822,Amelia,Bultman,1.75,Architecture
18823,Brynna,Saunderson,3.25,Music
18824,Hallie,Skurnik,2.25,History
18825,Daune,Belldas,2.625,Music
18826,Sara-Ann,Mintz,2.75,Psychology
18827,Perry,Corrine,2.5,English
18828,Jasmina,Hirsch,3,Business/Commerce
18829,Loree,Vernier,3.25,Psychology
18830,Aryn,Monk,3.125,Graphic Design
18831,Almeta,Hutchison,3.125,Health
18832,Merci,Abernon,2.625,Psychology
18833,Carolina,Daveta,3,Psychology
18834,Yetty,Gamaliel,3.25,Architecture
18835,Nessie,Brackely,2.875,Health
18836,Tori,Milson,3.25,Psychology
18837,Hollie,Beebe,2.375,IT
18838,Sallie,Wenoa,3,History
18839,Tamqrah,Yam,2.125,Science
18840,Thalia,Raychel,3,English
18841,Kellen,Azeria,2.875,Architecture
18842,Emylee,Erskine,3.125,Psychology
18843,Aubrie,Kronfeld,3.375,History
18844,Donnie,Lail,2.25,Health
18845,Sheree,Buffum,2,Sports
18846,Rosabelle,Seagraves,2.875,Business/Commerce
18847,Teriann,Concha,2.75,Statistics
18848,Helena,Lilas,2.5,Computer science
18849,Blinni,Aprile,3.375,IT
18850,Maridel,Gert,2.25,Graphic Design
18851,Dorice,Carvey,3,Sports
18852,Lorenza,Iaverne,2.75,Robotics
18853,Dyann,Brian,3.25,IT
18854,Sashenka,Goode,2.25,Engineering
18855,Esmeralda,Krystle,3,Sports
18856,Rubie,Anton,2.5,Engineering
18857,Alejandra,Etom,3.5,Robotics
18858,Gusella,Lesley,3,Statistics
18859,Farrah,Emmaline,3,Graphic Design
18860,Edee,Ledah,2.75,Sports
18861,Barbara,Pitt,2.625,Computer science
18862,Carmela,Camden,2.75,Music
18863,Nicoli,Jeanne,2.625,Graphic Design
18864,Clary,Bearnard,3,Engineering
18865,Fernande,Aldric,2.25,English
18866,Britni,Giule,3.125,IT
18867,Delilah,Pitt,2.75,Psychology
18868,Charmaine,Kenwood,2.75,Psychology
18869,Ursulina,August,2.625,Health
18870,Belva,Cyrie,2.5,Architecture
18871,Claudina,Diann,3.25,Science
18872,Moyna,Sisile,2.375,IT
18873,Madelle,Merna,2.875,Architecture
18874,Noelle,Roxanna,2.125,Health
18875,Nickie,Vary,2.75,History
18876,Althea,Gabrielli,3,English
18877,Dulce,Gilmour,2.25,Graphic Design
18878,Cathie,Bultman,2.875,History
18879,Caryl,Edvard,2.625,Architecture
18880,Violet,Marijo,3.25,History
18881,Rebeca,Isacco,2.625,Business/Commerce
18882,Sabina,Celestine,2.625,Business/Commerce
18883,Corene,Adore,3,Engineering
18884,Bettine,Mitzi,2.5,Art
18885,Tobe,Soneson,3,Science
18886,Korrie,Chinua,2.75,Health
18887,Yvonne,Firmin,3,Statistics
18888,Audrie,Ursulette,3.25,Engineering
18889,Rubie,Bethany,3,Graphic Design
18890,Zondra,Crudden,3,Engineering
18891,Fina,Nelsen,2.625,IT
18892,Morganica,Even,3.125,IT
18893,Carolina,Eben,2.875,Science
18894,Misha,Phi,3,Business/Commerce
18895,Natka,MacIntosh,3.125,Business/Commerce
18896,Coral,Terrence,2.625,Psychology
18897,Elbertina,Alrich,2.375,Psychology
18898,Carilyn,Thar,3.25,IT
18899,Kristina,Dalli,3.375,Robotics
18900,Keelia,Honoria,2.875,History
18901,Patricia,Stephie,3,Robotics
18902,Kalina,Bryna,2.75,Psychology
18903,Andree,Wittie,3,History
18904,Madelle,McAdams,2.375,Music
18905,Justinn,Brotherson,2.75,Computer science
18906,Ira,Koziara,2.875,English
18907,Marjie,Hedve,2.875,Robotics
18908,Renae,Sekofski,2.625,Science
18909,Gavrielle,Fink,3,Computer science
18910,Viki,Gladstone,2.375,Robotics
18911,Antonietta,Standing,3.375,Architecture
18912,Dawn,Ellord,2.5,IT
18913,Hayley,Podvin,3.375,History
18914,Estell,Sisile,2.75,Health
18915,Zsa Zsa,Means,3.25,English
18916,Daphne,Yoko,2.625,Engineering
18917,Kial,Helve,2.875,Statistics
18918,Ariela,Cosenza,3.5,Psychology
18919,Lynea,Dearborn,2.875,Business/Commerce
18920,Olwen,Diann,3,Psychology
18921,Philis,Federica,2.125,Sports
18922,Fred,Merell,3.375,Health
18923,Annaliese,Lia,2.625,Health
18924,Krystle,Persse,2.375,Robotics
18925,Marjie,Stoller,2.625,Psychology
18926,Meriel,Fancie,2.25,IT
18927,Gavrielle,Diogenes,3.25,Psychology
18928,Caressa,Regan,2.875,Sports
18929,Arlina,Guthrie,2.75,Sports
18930,Phylis,Daveta,3,Business/Commerce
18931,Kore,Cottle,2.75,Engineering
18932,Lindie,Carlson,3.125,History
18933,Nataline,Sawtelle,2.5,Graphic Design
18934,Wileen,Hull,2.75,History
18935,Jackie,Tayib,2.25,Graphic Design
18936,Robinia,Mandler,2.875,History
18937,Latisha,Heidt,2.75,IT
18938,Nonnah,MacIntosh,2.75,Computer science
18939,Sherrie,Nedrud,2.875,Health
18940,Calla,Warthman,2.625,Computer science
18941,Fanchon,O'Carroll,3.25,Health
18942,Daphne,Guthrie,3.375,Statistics
18943,Beatriz,Kelula,3.125,Health
18944,Janenna,Felizio,2.375,Robotics
18945,Evaleen,Felecia,2.375,Engineering
18946,Celisse,Sallyann,3.625,Sports
18947,Alia,Bigner,3.5,Robotics
18948,Zia,Trace,1.875,Architecture
18949,Adore,Chobot,1.875,Psychology
18950,Deane,Lanita,2.75,Art
18951,Shell,Chrystel,2.125,History
18952,Janey,Ellord,2.625,Health
18953,Beverley,Othilia,2.875,IT
18954,Bibby,Thema,3.5,Psychology
18955,Myrtice,Dowski,2.375,Robotics
18956,Althea,Doig,2.875,Psychology
18957,Allis,Chabot,3.125,English
18958,Oona,Mathilde,2.875,History
18959,Aryn,Lindemann,2.75,Sports
18960,Fina,Lilas,2,Music
18961,Madeleine,Albertine,3,Robotics
18962,Lorne,Mott,3.5,Engineering
18963,Alie,Ax,2.25,Health
18964,Madalyn,Thomasina,2.625,English
18965,Benita,Halla,2.875,History
18966,Jaclyn,Amadas,3.125,Architecture
18967,Eolanda,Fiester,3.25,Sports
18968,Jinny,Obed,3.25,Science
18969,Adelle,Goerke,2.625,English
18970,Sidoney,Jacobah,3,Business/Commerce
18971,Margalo,Ambrosia,2.875,Robotics
18972,Rosabelle,My,2.5,Graphic Design
18973,Ayn,Wandie,2.875,Computer science
18974,Mignon,Mauer,2.625,Sports
18975,Sibella,Longfellow,3.375,Graphic Design
18976,Kary,Wiener,3,English
18977,Sarette,Shelba,3.125,Psychology
18978,Brynna,Sekofski,2.75,Sports
18979,Vonny,Vary,1.875,Psychology
18980,Roxane,Chesna,2.5,Robotics
18981,Janenna,Connelly,2.625,Robotics
18982,Nikki,Darrell,2.5,English
18983,Sadie,Truc,2.625,Graphic Design
18984,Jeanna,Radu,2.375,Sports
18985,Benita,Dearborn,3.75,Business/Commerce
18986,Brena,Odell,3,Health
18987,Audrie,Screens,2.75,Architecture
18988,Dulce,Garbe,2.875,Engineering
18989,Celisse,Oscar,2.25,Statistics
18990,Lynea,Codding,2.75,English
18991,Blondelle,Nahum,3,History
18992,Vonny,Lymann,3,History
18993,Ezmeralda,O'Neill,2.75,Engineering
18994,Maud,Cath,2.5,Robotics
18995,Kirbee,Stefa,2.75,Robotics
18996,Clo,Cressida,2.375,Music
18997,Katleen,Hillel,2.625,Business/Commerce
18998,Jacquetta,Gilbertson,3,History
18999,Eadie,Berard,3,Art
19000,Bobbi,Koehler,3,Architecture
19001,Alyda,Faust,2.5,History
19002,Susette,Hailee,2.875,Business/Commerce
19003,Randa,Norvol,2.25,Sports
19004,Emmey,Travax,2.125,English
19005,Starla,Chaing,3,Sports
19006,Kial,Niles,2.875,Music
19007,Marinna,Hedve,2.25,Psychology
19008,Desirae,Bobbee,3.125,Engineering
19009,Phylis,Mendez,2.625,Robotics
19010,Debee,Clara,2.125,Robotics
19011,Aeriela,Marsden,2.5,Psychology
19012,Lacie,Naor,1.875,Science
19013,Kayla,Albertine,3,History
19014,Gilda,Christal,2.875,Computer science
19015,Lanna,Willie,2.75,Psychology
19016,Rebeca,Lea,2.25,Sports
19017,Arlena,Philipp,2.75,Sports
19018,Agnese,Rossner,2.75,Business/Commerce
19019,Georgina,Niccolo,2.75,Computer science
19020,Gilda,Carey,2.625,Architecture
19021,Penelopa,Orpah,3.375,Computer science
19022,Krystle,Delp,3.375,Psychology
19023,Wynne,Neils,2.5,Computer science
19024,Yetty,Primalia,2.875,Engineering
19025,Odessa,Juan,2.5,Statistics
19026,Jasmina,Hermes,2.625,English
19027,Bertine,Hachmin,3.25,English
19028,Arabel,Fillbert,2.75,English
19029,Felice,Trace,3,Statistics
19030,Halette,Orlene,2.625,Health
19031,Rochette,Hourigan,1.875,Engineering
19032,Fayre,Carri,2.875,Business/Commerce
19033,Lonnie,Bertold,3.25,Science
19034,Elyssa,Rese,3.25,Statistics
19035,Kathy,Emmy,2.375,Engineering
19036,Emelina,Stover,1.75,Computer science
19037,Stevana,Wesle,2.75,Computer science
19038,Konstance,Delila,2.625,Business/Commerce
19039,Janeczka,Lail,2.375,Graphic Design
19040,Robbi,Delp,1.75,Sports
19041,Linzy,Lattie,2.875,Business/Commerce
19042,Sashenka,Isacco,3.125,English
19043,Fayre,Brodench,1.75,Graphic Design
19044,Eve,Joeann,3.375,Psychology
19045,Oona,Grayce,3.25,Robotics
19046,Petronia,Cyrie,2.625,History
19047,Lucy,Hepsibah,2.875,Science
19048,Petronia,Kare,2.5,Art
19049,Elora,Olympium,2.875,Engineering
19050,Marika,Shama,3.25,Architecture
19051,Georgetta,Philoo,2.875,History
19052,Sabina,Freddi,2.5,Sports
19053,Cassondra,Pascia,2.5,English
19054,Wilma,Devlen,3.25,Psychology
19055,Marika,Codding,3.125,Music
19056,Emylee,Carmena,3.125,Health
19057,Nerta,Eugenia,2.75,Architecture
19058,Katleen,Hermes,2.25,Psychology
19059,Vinita,Trinetta,2.625,Computer science
19060,Dania,Raul,2.375,Business/Commerce
19061,Britni,Othilia,2.25,Statistics
19062,Ida,Adrienne,2.75,Computer science
19063,Clo,Afton,2.375,Business/Commerce
19064,Winny,Izaak,3.25,Business/Commerce
19065,Jsandye,Martguerita,2.625,Sports
19066,Ayn,Kauppi,3.25,English
19067,Ronna,Hertzfeld,2.875,Health
19068,Britni,Raseda,3,Statistics
19069,Vere,Engdahl,2.5,History
19070,Shirlee,Kussell,2.125,Engineering
19071,Alexine,Phaidra,3,Art
19072,Quintina,Tryck,3,Statistics
19073,Myrtice,Schwejda,2.375,English
19074,Cecile,Isidore,2.375,Science
19075,Eolanda,Hathaway,2.875,Health
19076,Joceline,Stanwood,3.5,Statistics
19077,Bobinette,Seumas,3.25,IT
19078,Janeczka,Hedve,2.5,English
19079,Paola,Yuille,2.625,Graphic Design
19080,Jaime,Harl,2.875,Health
19081,Gloria,Zachary,1.875,Art
19082,Sam,Niles,2.5,Architecture
19083,Georgetta,Teryn,2.5,Health
19084,Rani,Riva,2.875,Computer science
19085,Leia,Alexandr,2.375,History
19086,Romona,Belldas,2.125,Statistics
19087,Claresta,Othilia,3.375,Graphic Design
19088,Nonnah,Fennessy,3,Sports
19089,Rosene,Skurnik,2.75,Health
19090,Coral,Maroney,2.625,Business/Commerce
19091,Joane,Robertson,3.125,Architecture
19092,Max,Irmine,1.75,Art
19093,Althea,Forrer,2.625,Science
19094,Kaja,Wenoa,2.75,Statistics
